"","language_id","term_id","term","term_abbreviation","language_name","language_location","continent","field_worker_1","field_worker_2","field_worker_3","Unnamed..6","Unnamed..7"
"563",27,25,"nutüp(urrü)","NU","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"564",27,26,"narrümuta(irri)","NR","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"565",27,27,"aleluya","AL","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"566",27,28,"nansibimia","NS","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"567",27,29,"plomo","PL","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"568",27,30,"tomiquianene","TO","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"569",27,31,"nusutama","NE","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"570",27,32,"urucu","UR","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"571",27,33,"violeta","VI","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"572",27,34,"anent(arru)","AN","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"573",27,35,"pununsunuhiña","PN","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"574",27,36,"naus(irri)","NI","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"575",27,37,"nina","IN","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"576",27,38,"rrosau(ma)/rrosao(ma)","RR","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"577",27,39,"namoriyuma","NM","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"578",27,40,"cüoma","CM","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"579",27,41,"tinto","TI","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"580",27,42,"cümüciña/cumusiiña","CX","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"581",27,43,"bayo","BA","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"582",27,44,"nonirrainrrü","NX","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"583",27,45,"notorrü","NY","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"584",27,46,"yarrücübürirri","YA","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"585",27,47,"yurichurrü","YU","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"586",27,48,"siputuniquiño","SI","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"587",27,49,"nausibi","NZ","Chiquitano","Bolivia","South America","M. Kr{\x9F}si, L. Rodriguez, E. Lyn (?)","Jason Patent","*","Chiquitano_DAT_new.txt","new"
"588",28,1,"kufufuri","FJ","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"589",28,2,"kidzidzii","DZ","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"590",28,3,"kipipee","PF","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"591",28,4,"kakaduro","KF","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"592",28,5,"tfase nfa","TF","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"593",28,6,"ntfone inifo","NT","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"594",28,7,"kebobwee","BJ","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"595",28,8,"kibunbun","KI","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"596",28,9,"blu","BL","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"597",28,10,"nsa","NS","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"598",28,11,"blank",NA,"Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"599",28,12,"lankantfuruntfu","LN","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"600",28,13,"ese","ES","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"601",28,14,"efa/keferua worese","EF","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"602",28,15,"kodwee","KO","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"603",28,16,"defao","DF","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"604",28,17,"kemaakee","KM","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"605",28,18,"kuntunkurun","KU","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"606",28,19,"pawurantfu","PA","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"607",28,20,"kefaa","KA","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"608",28,21,"kukuti","KK","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"609",28,22,"kisafuraa","SA","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"610",28,23,"defu","DE","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"611",28,24,"kirin","KR","Chumburu","Ghana","Africa","Hansford","Scott Merrifield","William R. Merrifield","Chumburu_DAT_new.txt","new"
"612",29,1,"cu'a","C","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"613",29,2,"quiopa","Q","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"614",29,3,"inzia","I","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"615",29,4,"pajaccopa","Y","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"616",29,5,"totoa","T","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"617",29,6,"si'an","S","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"618",29,7,"singu'ccoa","G","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"619",29,8,"cufa-je'ccoa","CU","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"620",29,9,"congupuje'a","CO","Cofan","Ecuador","South America","*","*","*","Cofan_DAT_new.txt","new"
"621",30,1,"fiban","FI","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"622",30,2,"paban","PA","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"623",30,3,"luban","LU","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"624",30,4,"losimban","OS","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"625",30,5,"laqueban","LA","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"626",30,6,"lopoban","OP","Colorado","South Sudan","Africa","*","*","*","Colorado_DAT_new.txt","new"
"627",31,1,"wapau","WP","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"628",31,2,"wipau","WI","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"629",31,3,"umuhkwaw","MU","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"630",31,4,"usawaw","US","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"631",31,5,"epitiskunau","EP","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"632",31,6,"waseskunau","WS","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"633",31,7,"pomukwasu","PO","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"634",31,8,"popickanasu","PP","Eastern Cree","Canada","North America","Lieselotte Bartlett","Scott Merrifield","William R. Merrifield","Cree_DAT_new.txt","new"
"635",32,1,"ssohueni/hi","SI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"636",32,2,"noponi/hi","NI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"637",32,3,"macconi/hi","MI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"638",32,4,"huesseni/hi","HI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"639",32,5,"mappa","MP","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"640",32,6,"map(p)ara(ni/hi)","MH","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"641",32,7,"amaidadadza/sa","AM","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"642",32,8,"oba","OB","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"643",32,9,"hida(ni)","HA","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"644",32,10,"majoco","MJ","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"645",32,11,"pina","PI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"646",32,12,"oradsa","OR","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"647",32,13,"tarapussa/ossa","TA","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"648",32,14,"siaja","SJ","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"649",32,15,"mahuani","MU","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"650",32,16,"majato","MT","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"651",32,17,"ssiparo","SP","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"652",32,18,"dsiparo","DS","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"653",32,19,"birissate","BI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"654",32,20,"ssissita","SA","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"655",32,21,"jissa","JI","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"656",32,22,"mohedsa","MO","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"657",32,23,"napana","NN","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"658",32,24,"ssibeini","SX","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"659",32,25,"ssissi","SZ","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"660",32,26,"mohe","MZ","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"661",32,27,"mapojo(ni/hi)","MY","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"662",32,28,"napojo(ni/hi)","NY","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"663",32,29,"ponijojarani","PJ","Culina","Peru, Brazil","South America","P. Adams and T. Fern{\x87}ndez","Jason Patent","*","Culina_DAT_new.txt","new"
"664",33,1,"culak","C","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"665",33,2,"gidang","G","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"666",33,3,"holia","H","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"667",33,4,"man","MN","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"668",33,5,"marik","M","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"669",33,6,"ora","O","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"670",33,7,"rega","R","Didinga","South Sudan","Africa","*","*","*","Didinga_DAT_new.txt","new"
"671",34,1,"afiti-weti-koosi","F","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"672",34,2,"asisi","A","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"673",34,3,"baaka","K","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"674",34,4,"baau","B","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"675",34,5,"bevsi","V","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"676",34,6,"boloini","N","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"677",34,7,"bruin","U","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"678",34,8,"donu","D","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"679",34,9,"geli","E","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"680",34,10,"grijs","R","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"681",34,11,"guun","G","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"682",34,12,"kwasi","Q","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"683",34,13,"lebi","L","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"684",34,14,"lila","X","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"685",34,15,"olanje","O","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"686",34,16,"pars","P","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"687",34,17,"rose","Z","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"688",34,18,"sakaati","S","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"689",34,19,"soi-soi","I","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"690",34,20,"taja","T","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"691",34,21,"tjuwi","J","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"692",34,22,"weti","W","Djuka","French Guiana","South America","*","*","*","Djuka_DAT_new.txt","new"
"693",35,1,"bra","B","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"694",35,2,"fige","F","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"695",35,3,"lelerege","L","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"696",35,4,"negemue","M","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"697",35,5,"ngeere","G","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"698",35,6,"nyatipirige","N","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"699",35,7,"kondoro","K","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"700",35,8,"wetipiire","T","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"701",35,9,"wolo","W","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"702",35,10,"yege","Y","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"703",35,11,"fle-fiau","E","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"704",35,12,"vrau","V","Dyimini","Ivory Coast","Africa","*","*","*","Dyimini_DAT_new.txt","new"
"705",36,1,"enyaga","E","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"706",36,2,"ebare","B","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"707",36,3,"ebi","EB","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"708",36,4,"ogok","O","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"709",36,5,"ebi/obok","EO","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"710",36,6,"enyage-awawa","EA","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"711",36,7,"ebi/awawa","BA","Ejagam","Cameroon","Africa","*","*","*","Ejagham_DAT_new.txt","new"
"712",37,1,"oshi","OS","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"713",37,2,"tehui","TE","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"714",37,3,"huo'o","HU","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"715",37,4,"jahua","JA","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"716",37,5,"tahua","TA","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"717",37,6,"pohui","PO","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"718",37,7,"quijjeshasha","QU","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"719",37,8,"jehue","JE","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"720",37,9,"chijjiyojaiyojja","CH","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"721",37,10,"seishe","SE","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"722",37,11,"cuaisohua","CU","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"723",37,12,"chehue","HE","Ese Ejja","Bolivia","South America","Kenneth and Joyce Prettol","Scott Merrifield","William R. Merrifield","Ese-Ejja_DAT_new.txt","new"
"724",38,1,"ur'iti","WU","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"725",38,2,"jar'uti","JA","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"726",38,3,"fun'ati","FU","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"727",38,4,"amar'iu","AM","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"728",38,5,"verde","VE","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"729",38,6,"d'inguti","DI","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"730",38,7,"c'uchu","GU","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"731",38,8,"rosado","RO","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"732",38,9,"chug'uladi","CH","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"733",38,10,"beish","BE","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"734",38,11,"gafe","GA","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"735",38,12,"ar'ansu","AR","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"736",38,13,"sabudi","SA","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"737",38,14,"anaranja","AN","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"738",38,15,"tag-ile gadaru","TG","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"739",38,16,"baligi","BA","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"740",38,17,"crema","CR","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"741",38,18,"gris","GR","Carib","Guatemala","North America","Teodora Gamboa","William R. Merrifield","William R. Merrifield","Garifuna_DAT_new.txt","new"
"742",39,1,"niopona","NI","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"743",39,2,"tsaebia","TA","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"744",39,3,"tsobia","TO","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"745",39,4,"vayana","VA","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"746",39,5,"raëna","RA","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"747",39,6,"nasãëna","SE","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"748",39,7,"rajena","RJ","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"749",39,8,"purana","PU","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"750",39,9,"tsëcëna","TE","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"751",39,10,"pabana","PA","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"752",39,11,"blank",NA,"Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"753",39,12,"najerona",NA,"Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"754",39,13,"pecavanalobijavatsi","CA","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
"755",39,14,"fobia","FO","Guahibo","Colombia","South America","Riena Kondo","Kenneth J. Merrifield","William R. Merrifield","Guahibo_DAT_new.txt","new"
